DISTRICT,BLOCK_COUNT
005960,9
005970,17
005980,8
006000,22
006001,10
006002,5
006003,7
006004,12
006005,10
006006,11
006007,7
006008,5
006009,10
006010,6
006011,9
006012,4
006013,5
006014,6
006015,6
006016,9
006017,12
006018,9
006019,7
006020,18
006021,4
006022,6
006023,11
006090,28
006101,9
006102,9
006103,10
006104,10
006105,7
006106,9
006107,7
006108,8
006109,7
006110,26
006111,6
006112,3
006113,6
006114,6
006115,6
006116,8
006117,14
006118,11
006119,7
006120,2
006121,21
006122,8
006123,10
006124,7
006125,13
006126,7
006127,4
006128,6
006130,4
006150,4
006170,21
006190,7
006201,18
006202,13
006203,18
006204,17
006205,6
006206,10
006207,9
006208,9
006209,12
006210,30
006211,9
006212,10
006213,8
006214,16
006215,13
006216,11
006217,16
006218,15
006219,16
006220,13
006221,6
006222,7
006223,4
006224,11
006225,9
006226,10
006230,2
006250,3
006270,2
006290,1
006301,12
006302,11
006303,17
006304,12
006305,12
006306,11
006307,4
006308,7
006309,14
006310,11
006311,10
006312,16
006313,12
006314,13
006315,10
006316,5
006317,5
006318,14
006319,8
006320,4
006321,9
006322,7
006323,7
006324,7
006325,9
006330,20
006350,16
006370,15
006390,18
006400,17
006401,16
006402,8
006403,8
006404,12
006405,11
006406,8
006407,12
006408,6
006409,5
006410,21
006411,11
006412,10
006413,9
006414,5
006415,16
006416,19
006417,9
006418,15
006420,12
006440,4
006460,15
006480,13
006500,14
006501,23
006502,19
006503,8
006504,3
006505,2
006506,5
006507,30
006508,10
006509,10
006510,9
006511,14
006512,34
006513,12
006514,7
006515,6
006516,16
006517,12
006518,10
006519,11
006520,6
006521,9
006522,8
006523,12
006540,3
006560,9
006580,13
006600,23
006601,7
006602,7
006603,4
006604,3
006605,20
006606,7
006607,16
006608,11
006609,3
006610,19
006611,7
006612,5
006613,4
006614,4
006615,6
006616,4
006617,8
006618,2
006619,3
006620,18
006621,9
006622,23
006623,4
006624,8
006625,8
006626,5
006627,6
006628,5
006629,11
006630,6
006631,5
006632,5
006633,9
006634,3
006635,7
006636,11
006637,5
006638,6
006639,6
006640,15
006641,9
006642,4
006643,8
006644,5
006645,2
006646,5
006660,12
006665,25
006675,16
006680,9
006685,26
006700,21
006715,11
006720,6
006740,10
006760,7
006780,4
006860,77
006870,21
006880,26
006900,20
006920,13
007000,7
007020,11
007040,5
007060,13
007080,19
007100,12
007120,14
007140,13
007160,14
007180,19
007200,14
007220,15
007240,2
007250,4
007270,16
007290,17
007310,23
007330,20
007350,12
007370,15
007390,14
007410,12
007430,9
007450,9
007470,11
007490,14
007510,19
007540,19
007560,25
007580,27
007600,10
007620,22
007640,10
007660,22
007680,30
007700,20
007810,13
007830,16
007870,25
007890,25
007910,13
007930,11
007950,20
007970,6
007990,6
008010,8
008030,8
008050,13
008070,21
008090,18
008100,15
008110,12
008120,10
008140,16
008160,6
008180,9
008200,26
008210,6
008240,10
008260,31
008280,11
008300,22
008320,17
008340,11
008360,12
008370,4
008390,13
008410,14
008430,25
008450,20
008470,17
008490,9
008510,24
008530,12
008550,21
008570,21
008590,16
008610,15
008630,21
008650,13
008670,28
008690,15
008710,11
008720,10
008730,14
008750,21
008770,14
008790,8
008810,9
008830,12
008850,13
008870,19
008890,27
008910,17
008930,20
008950,10
008970,21
008990,20
009010,12
009030,13
009050,12
009070,9
009080,3
009090,14
009110,6
009130,10
009150,21
009170,14
009190,13
009210,7
009230,8
009250,7
009270,10
009290,17
009310,10
009330,11
009350,12
009370,20
009390,25
009410,4
009430,9
009450,23
009470,30
009490,5
009510,9
009530,10
009550,8
009570,8
009590,19
009610,11
009630,18
009650,11
009670,18
009690,6
009710,22
009730,13
009740,9
009750,5
009760,4
009770,3
009780,7
009790,6
009800,10
009810,4
009820,23
009840,22
009860,9
009880,13
009900,8
009920,11
009940,15
009960,17
009980,22
00A000,11
00A020,14
00A040,16
00A060,12
00A080,25
00A100,21
00A120,21
00A130,17
00A150,15
00A170,27
00A190,8
00A210,27
00A230,37
00A250,25
00A270,21
00A290,21
00A310,23
00A330,14
00A350,12
00A375,28
00A390,30
00A415,8
00A480,35
00A500,38
00A520,15
00A540,31
00A560,22
00A580,12
00A600,17
00A620,9
00A660,25
00A680,35
00A700,43
00A720,44
00A740,41
00A760,22
00A780,9
00A800,39
00A820,27
00A840,13
00A860,33
00A870,39
00A890,24
00A910,23
00A930,19
00A950,13
00A970,21
00A990,6
00B010,19
00B030,16
00B050,11
00B070,11
00B090,9
00B110,17
00B130,39
00B150,15
00B170,13
00B190,12
00B210,13
00B230,12
00B250,12
00B270,19
00B290,9
00B310,20
00B330,14
00B350,19
00B370,13
00B390,14
00B410,20
00B430,19
00B450,14
00B470,11
00B480,16
00B490,9
00B500,12
00B510,13
00B520,7
00B530,14
00B540,15
00B560,15
00B580,5
00B600,49
00B620,15
00B640,41
00B660,64
00B680,29
00B700,29
00B720,52
00B740,34
00B760,31
00B780,48
00B800,21
00B820,44
00B840,9
00B860,13
00B880,7
00B900,15
00B920,33
00B940,14
00B960,18
00B980,60
00C040,28
00C050,16
00C070,50
00C080,25
00C120,66
00C140,55
00C160,30
00C220,22
00C240,18
00C260,15
00C280,22
00C300,10
00C320,20
00C360,29
00C380,18
00C400,20
00C420,33
00C440,17
00C460,14
00C480,24
00C540,16
00C560,11
00C580,14
00C600,34
00C620,9
00C640,2
00C660,9
00C680,14
00C700,10
00C720,19
00C740,21
00C750,31
00C770,13
00C790,23
00C810,28
00C830,7
00C840,17
00C860,21
00C880,12
00C900,18
00C920,23
00C940,18
00C960,19
00C980,19
00C990,14
00D010,33
00D030,13
00D050,26
00D070,31
00D090,29
00D140,36
00D160,7
00D180,33
00D200,20
00D220,26
00D240,13
00D260,13
00D280,35
00D300,28
00D310,7
00D320,8
00D340,30
00D360,20
00D380,17
00D400,20
00D420,16
00D440,19
00D460,23
00D480,23
00D500,13
00D520,23
00D540,19
00D560,26
00D580,21
00D600,18
00D620,24
00D640,26
00D660,23
00D690,31
00D710,5
00D730,18
00D750,37
00D770,28
00D790,27
00D810,3
00D830,18
00D850,17
00D870,26
00D890,13
00D910,13
00D930,26
00D950,10
00D970,27
00D980,17
00D990,13
00E000,12
00E010,20
00E020,6
00E030,5
00E032,6
00E034,9
00E036,8
00E038,8
00E040,11
00E045,30
00E050,24
00E055,8
00E060,9
00E065,12
00E070,19
00E075,5
00E080,6
00E085,5
00E090,10
00E100,3
00E105,8
00E110,5
00E115,12
00E120,10
00E125,11
00E130,20
00E135,22
00E140,14
00E145,13
00E151,42
00E181,52
00E190,10
00E200,15
00E210,20
00E220,19
00E230,19
00E260,16
00E270,12
00E280,16
00E290,10
00E300,22
00E310,20
00E320,16
00E330,12
00E331,12
00E332,14
00E333,33
00E334,30
00E342,33
00E346,5
00E351,15
00E356,29
00E361,14
00E366,18
00E371,13
00E376,29
00E381,19
00E425,14
00E435,6
00E445,10
00E455,12
00E465,9
00E475,20
00E485,5
00E495,14
00E505,12
00E515,20
00E525,17
00E535,19
00E545,10
00E555,7
00E565,4
00E575,10
00E585,14
00E595,12
00E605,4
00E615,15
00E625,10
00E635,19
00E645,14
00E655,21
00E665,14
00E675,17
00E685,7
00E695,9
00E705,6
00E715,11
00E725,10
00E735,21
00E745,14
00E770,14
00E780,29
00E791,30
00E810,4
00E815,7
00E841,15
00E850,10
00E870,12
00E880,13
00E891,19
00E901,6
00E931,30
00E940,10
00E950,12
00E960,8
00E970,6
00E980,9
00E990,12
00F000,5
00F010,40
00F020,15
00F030,16
00F041,35
00F060,31
00F070,28
00F080,10
00F090,12
00F100,11
00F101,11
00F102,9
00F110,11
00F120,4
00F130,20
00F140,13
00F141,9
00F150,6
00F160,8
00F170,9
00F171,11
00F172,8
00F180,26
00F190,10
00F200,12
00F201,17
00F202,17
00F210,6
00F220,11
00F230,14
00F240,7
00F241,15
00F250,14
00F260,10
00F270,8
00F280,8
00F281,6
00F290,14
00F300,24
00F310,17
00F320,22
00F331,46
00F351,38
00F371,25
00F392,9
00F395,6
00F398,13
00F399,3
00F405,1
00F409,26
00F412,4
00F415,4
00F417,16
00F425,2
00F427,10
00F435,16
00F437,45
00F445,15
00F462,3
00F464,19
00F470,21
00F480,12
00F490,19
00F500,10
00F510,12
00F520,8
00F522,13
00F524,18
00F526,14
00F528,19
00F529,21
00F530,22
00F561,51
00F570,29
00F580,27
00F585,29
00F600,18
00F610,20
00F620,12
00F630,16
00F641,30
00F661,18
00F680,13
00F690,13
00F700,10
00F710,8
00F720,16
00F730,11
00F740,28
00F750,19
00F760,29
00F770,19
00F780,17
00F790,17
00F800,29
00F810,14
00F820,15
00F830,16
00F840,28
00F891,53
00F900,31
00F921,53
00F940,20
00F950,44
00F960,11
00F970,13
00F981,11
00G000,12
00G011,38
00G030,9
00G041,36
00G060,6
00G070,8
00G080,10
00G081,17
00G082,7
00G090,17
00G100,10
00G110,22
00G111,9
00G120,25
00G130,12
00G140,14
00G150,10
00G160,7
00G170,7
00G171,16
00G180,17
00G190,15
00G200,10
00G210,30
00G220,23
00G230,15
00G240,31
00G250,39
00G260,19
00G271,39
00G281,19
00G291,17
00G301,11
00G311,43
00G320,13
00G323,23
00G325,31
00G330,43
00G341,29
00G360,10
00G370,10
00G380,35
00G390,17
00G400,14
00G410,6
00G420,25
00G430,12
00G440,16
00G450,11
00G460,34
00G470,15
00G480,24
00G490,27
00G500,23
00G510,11
00G520,23
00G530,18
00G540,13
00G550,24
00G560,5
00G570,5
00G580,23
00G590,17
00G600,22
00G611,14
00G621,23
00G630,12
00G640,15
00G645,10
00G650,20
00G660,25
00G670,38
00G680,38
00G690,23
00G700,18
00G710,22
00G720,23
00G730,24
00G740,9
00G750,5
00G760,10
00G770,10
00G780,13
00G790,7
00G800,2
00G810,13
00G820,4
00G830,6
00G840,8
00G850,16
00G852,6
00G854,8
00G856,14
00G858,6
00G860,23
00G871,14
00G881,27
00G891,7
00G901,11
00G910,10
00G920,17
00G931,16
00G940,25
00G951,22
00G960,25
00G970,12
00G981,8
00G991,19
00H011,21
00H021,21
00H031,38
00H051,15
00H070,32
00H080,17
00H091,31
00H101,16
00H111,34
00H121,21
00H135,30
00H155,33
0335P1,1
0400P1,4
0820P1,5
1578P1,3
999999,35
